BN,ventBN,BS,IEnd,I:E ratio,iTime,eTime,inst_RR,TVi,TVe,TVe:TVi ratio,maxF,minF,maxP,PIP,Maw,PEEP,ipAUC,epAUC, ,BS,x01,TVi1,TVe1,x02,TVi2,TVe2,minF_to_zero,plat_pressure,brunner
1,63144,0.02,0.94,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,319.22194444444449,292.34444444444455,0.91580309415514649,73.99,-126.14,39.39,39.39,35.11717391304347,10.006,31.817233333333334,29.776200000000003, ,0.02,0.9400000000000001,319.22194444444449,292.34444444444455,0.9400000000000001,319.22194444444449,292.34444444444455,83.98666666666666,nan,0.13905713322541985
2,63145,3.78,4.7,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,304.32722222222225,286.20777777777772,0.94046065182031746,71.54,-125.68,39.23,39.23,34.708913043478255,10.116,31.440933333333334,29.7642, ,3.78,4.7,304.32722222222225,286.20777777777772,4.7,304.32722222222225,286.20777777777772,79.28481012658229,nan,0.13663643179011548
3,63146,7.54,8.46,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,316.04611111111109,290.91888888888877,0.92049507543730402,73.28,-126.55,39.5,39.5,35.09804347826087,10.106,31.796150000000004,29.767933333333335, ,7.54,8.46,316.04611111111109,290.91888888888877,8.46,316.04611111111109,290.91888888888877,72.02840909090908,nan,0.13793072645630886
4,63147,11.3,12.22,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,312.39055555555564,279.53999999999996,0.89484139334131207,73.96,-121.68,39.4,39.4,34.943260869565215,10.01,31.65881666666667,29.72986666666667, ,11.3,12.22,312.39055555555564,279.53999999999996,12.14,312.14777777777783,289.25999999999999,86.91428571428573,nan,0.13784023746323187
5,63148,15.06,15.98,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,320.62944444444446,299.77222222222224,0.93494913650752942,73.22,-127.26,39.28,39.28,34.76804347826086,10.084,31.494866666666667,29.788133333333334, ,15.06,15.98,320.62944444444446,299.77222222222224,15.98,320.62944444444446,299.77222222222224,82.46753246753246,nan,0.14133532533440613
6,63149,18.82,19.74,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,308.64027777777778,281.15000000000015,0.91093101012055611,70.75,-121.41,38.31,38.31,34.09434782608697,10.156,30.886966666666666,29.722133333333332, ,18.82,19.740000000000002,308.64027777777778,281.15000000000015,19.740000000000002,308.64027777777778,281.15000000000015,68.87499999999999,nan,0.13894242741084695
7,63150,22.58,23.5,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,307.90972222222234,292.75999999999999,0.95079816865513389,71.06,-122.07,38.49,38.49,34.103695652173904,10.09,30.893883333333335,29.7212, ,22.58,23.500000000000004,307.90972222222234,292.75999999999999,23.500000000000004,307.90972222222234,292.75999999999999,70.84302325581395,nan,0.14389776550884845
8,63151,26.34,27.26,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,299.57694444444439,280.71555555555562,0.93703991832927402,72.45,-119.6,38.63,38.63,34.25999999999999,10.081999999999999,31.042166666666667,29.692333333333337, ,26.34,27.260000000000005,299.57694444444439,280.71555555555562,27.260000000000005,299.57694444444439,280.71555555555562,87.66176470588236,nan,0.14082720301238302
9,63152,30.1,31.02,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,325.85111111111115,283.83000000000004,0.87104198918388087,74.45,-126.48,39.47,39.47,34.90565217391306,10.044,31.624000000000006,29.768533333333334, ,30.1,31.020000000000007,325.85111111111115,283.83000000000004,31.020000000000007,325.85111111111115,283.83000000000004,75.07738095238095,nan,0.1346442129890339
10,63153,33.86,34.78,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,308.20194444444456,275.90666666666675,0.89521390646644916,68.5,-121.14,38.32,38.32,34.03217391304347,10.102,30.828566666666674,29.66933333333333, ,33.86,34.78000000000001,308.20194444444456,275.90666666666675,34.78000000000001,308.20194444444456,275.90666666666675,101.06666666666665,nan,0.1366551104344671
11,63154,37.62,38.54,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,305.05027777777775,264.84555555555551,0.86820296472075176,72.41,-122.4,38.37,38.37,34.039130434782614,10.156,30.838283333333337,29.691400000000005, ,37.62,38.540000000000006,305.05027777777775,264.84555555555551,38.46000000000001,305.41250000000002,275.10777777777781,86.03521126760565,nan,0.12982625292841413
12,63155,41.38,42.3,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,298.11472222222221,281.44111111111113,0.94406981652290844,70.79,-121.99,38.8,38.8,34.27760869565218,10.056000000000001,31.052000000000003,29.711000000000002, ,41.38,42.300000000000004,298.11472222222221,281.44111111111113,42.300000000000004,298.11472222222221,281.44111111111113,80.11842105263158,nan,0.13842500836535915
13,63156,45.14,46.06,0.8070175438596491,0.92,1.1400000000000001,29.126213592233007,332.13444444444434,268.48111111111109,0.80835070135587683,73.77,-127.68,39.92,39.92,35.19673913043478,9.998,31.883500000000002,12.721116666666669, ,45.14,46.06,332.13444444444434,268.48111111111109,46.06,332.13444444444434,268.48111111111109,116.60909090909091,nan,0.12624124356387922
14,63157,47.2,48.0,0.2702702702702703,0.8,2.96,15.957446808510637,327.17972222222221,286.22222222222223,0.87481650842596714,79.58,-118.13,38.19,38.19,33.304750000000006,10.114,26.169083333333337,34.180733333333336, ,47.2,48.0,327.17972222222221,286.22222222222223,48.0,327.17972222222221,286.22222222222223,82.30555555555556,nan,0.14537656358840334
15,63158,50.96,51.88,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,256.94833333333338,240.71000000000004,0.93680311865550137,69.65,-113.7,37.16,37.16,32.75673913043479,10.068,29.670216666666672,29.565133333333335, ,50.96,51.88,256.94833333333338,240.71000000000004,51.88,256.94833333333338,240.71000000000004,1944.4999999999984,nan,0.12702374682569487
16,63159,54.72,55.64,0.9787234042553191,0.92,0.9400000000000001,32.25806451612903,194.38055555555556,92.588611111111106,0.47632650728096371,64.03,-118.5,39.95,39.95,35.43673913043479,9.864,32.10678333333334,10.368316666666669, ,54.72,55.64,194.38055555555556,92.588611111111106,55.64,194.38055555555556,92.588611111111106,2029.666666666665,nan,0.046880309882434253
17,63160,56.58,57.5,4.599999999999999,0.92,0.20000000000000007,53.57142857142857,243.01055555555561,79.615555555555574,0.32762179969320032,71.07,-114.53,41.27,41.27,35.530434782608694,8.388000000000002,32.197850000000003,2.4849333333333337, ,56.58,57.5,243.01055555555561,79.615555555555574,57.5,243.01055555555561,79.615555555555574,1955.166666666665,nan,0.043635840577691994
18,63161,57.7,58.62,4.599999999999999,0.92,0.20000000000000007,53.57142857142857,241.80472222222224,76.99222222222221,0.31840661139555904,68.27,-113.98,40.76,40.76,35.50630434782609,7.2700000000000005,32.176633333333335,2.3814, ,57.7,58.62,241.80472222222224,76.99222222222221,58.62,241.80472222222224,76.99222222222221,1965.1666666666652,nan,0.042136753556407558
19,63162,58.82,59.74,4.599999999999999,0.92,0.20000000000000007,53.57142857142857,271.73416666666674,77.375555555555579,0.28474724582746824,80.28,-113.78,40.45,40.45,35.36565217391304,6.912000000000001,32.066600000000008,2.3515333333333337, ,58.82,59.739999999999995,271.73416666666674,77.375555555555579,59.739999999999995,271.73416666666674,77.375555555555579,1913.3333333333317,nan,0.042480286410600122
20,63163,59.94,60.86,4.599999999999999,0.92,0.20000000000000007,53.57142857142857,287.02277777777778,77.796666666666667,0.27104701330324149,82.29,-113.89,40.48,40.48,35.33717391304347,7.736,32.045650000000002,2.427666666666667, ,59.94,60.85999999999999,287.02277777777778,77.796666666666667,60.85999999999999,287.02277777777778,77.796666666666667,1955.4999999999982,nan,0.042710815729898217
21,63164,61.06,61.96,3.7499999999999987,0.9,0.2400000000000001,52.63157894736842,265.51666666666671,31.093333333333337,0.11710501537882116,34.46,-40.24,45.13,45.13,34.399777777777786,9.744,30.642999999999997,2.6898, ,61.06,61.95999999999999,265.51666666666671,31.093333333333337,61.89999999999999,265.4377777777778,30.334444444444443,706.8333333333328,nan,0.047778273674500563
22,63165,62.2,63.12,4.599999999999999,0.92,0.20000000000000007,53.57142857142857,268.4952777777778,38.332222222222214,0.1427668394747269,49.1,-52.91,24.1,24.1,21.579782608695652,10.097999999999999,19.524416666666667,2.0829333333333335, ,62.2,63.11999999999999,268.4952777777778,38.332222222222214,63.11999999999999,268.4952777777778,38.332222222222214,911.1666666666657,nan,0.045959004361996722
23,63166,63.32,64.24,3.8333333333333353,0.92,0.23999999999999988,51.724137931034484,244.33833333333331,36.789999999999992,0.150569906482132,43.07,-55.19,23.88,23.88,21.538913043478264,10.751999999999999,19.472183333333334,2.540066666666667, ,63.32,64.23999999999998,244.33833333333331,36.789999999999992,64.23999999999998,244.33833333333331,36.789999999999992,978.9999999999991,nan,0.040511008446301087
24,63167,64.48,65.54,1.325,1.06,0.8,32.25806451612903,86.032222222222217,56.106666666666676,0.65215875188882733,17.0,-35.85,11.45,10.53,1.3237735849056607,10.75,1.2821333333333333,6.598266666666667, ,64.48,64.49999999999999,0.0,145.23444444444439,65.53999999999999,86.032222222222217,56.106666666666676,654.1666666666666,nan,0.093996434567653941
25,63168,66.34,67.26,0.32394366197183094,0.92,2.8400000000000003,15.957446808510637,141.20777777777775,140.41333333333336,0.99437393281767639,37.84,-66.46,25.21,25.21,22.35347826086957,10.022000000000002,20.210716666666666,28.951933333333336, ,66.34,67.25999999999999,141.20777777777775,140.41333333333336,67.25999999999999,141.20777777777775,140.41333333333336,842.4999999999991,nan,0.12676497152945668
26,63169,70.1,71.02,0.73015873015873,0.92,1.2600000000000002,27.52293577981651,154.39638888888891,76.578611111111101,0.49598706072213106,49.07,-89.31,32.09,32.09,28.59695652173914,9.822000000000001,25.894066666666671,13.278100000000002, ,70.1,71.02,154.39638888888891,76.578611111111101,71.02,154.39638888888891,76.578611111111101,1547.6666666666654,nan,0.051446833133997255
27,63170,72.28,73.2,3.8333333333333353,0.92,0.23999999999999988,51.724137931034484,199.67999999999998,52.476666666666659,0.26280381944444442,52.8,-87.74,32.35,32.35,28.628043478260867,8.815999999999999,25.924233333333337,2.5208000000000004, ,72.28,73.2,199.67999999999998,52.476666666666659,73.2,199.67999999999998,52.476666666666659,2126.7499999999977,nan,0.036113780422240845
28,63171,73.44,74.36,4.181818181818181,0.92,0.22000000000000008,52.63157894736842,214.09999999999999,52.194166666666668,0.24378405729409935,53.15,-84.62,32.4,32.4,28.655869565217387,7.506,25.953250000000004,2.2342000000000004, ,73.44,74.36,214.09999999999999,52.194166666666668,74.36,214.09999999999999,52.194166666666668,2087.499999999998,nan,0.037512949923763181
29,63172,74.58,75.5,4.599999999999999,0.92,0.20000000000000007,53.57142857142857,228.14638888888891,53.14444444444446,0.23294010789855935,60.43,-83.97,32.64,32.64,28.581739130434787,7.5680000000000005,25.902999999999999,2.1071333333333335, ,74.58,75.5,228.14638888888891,53.14444444444446,75.5,228.14638888888891,53.14444444444446,1457.8333333333321,nan,0.039027674741332119
30,63173,75.7,76.62,4.181818181818181,0.92,0.22000000000000008,52.63157894736842,239.38388888888892,49.639166666666675,0.20736218672471693,60.81,-80.72,33.29,33.29,28.633043478260873,7.433999999999999,25.951966666666671,2.225616666666667, ,75.7,76.62,239.38388888888892,49.639166666666675,76.62,239.38388888888892,49.639166666666675,1962.9999999999982,nan,0.037391110349659758
31,63174,76.84,77.68,2.9999999999999982,0.84,0.28000000000000014,53.57142857142857,265.20583333333332,15.462222222222225,0.058302722937424931,34.29,-23.31,36.74,36.74,28.07523809523808,9.89,23.306883333333335,3.3406666666666673, ,76.84,77.68,265.20583333333332,15.462222222222225,77.66,265.42777777777781,15.958888888888888,574.2499999999994,nan,0.039977662512512481
32,63175,77.96,78.88,4.599999999999999,0.92,0.20000000000000007,53.57142857142857,227.72777777777776,10.266666666666669,0.045083067014710564,30.41,-24.41,18.18,18.18,16.711521739130433,8.286,15.100666666666669,1.695066666666667, ,77.96,78.88000000000001,227.72777777777776,10.266666666666669,78.88000000000001,227.72777777777776,10.266666666666669,565.4999999999995,nan,0.025281482186017896
33,63176,79.08,80.0,4.599999999999999,0.92,0.20000000000000007,53.57142857142857,261.08833333333331,14.848888888888894,0.056873046372130358,43.92,-30.49,19.14,19.14,16.987173913043478,8.791999999999998,15.371833333333337,1.7790666666666666, ,79.08,80.00000000000001,261.08833333333331,14.848888888888894,80.00000000000001,261.08833333333331,14.848888888888894,728.4999999999993,nan,0.029378974062629713
