BN,ventBN,BS,IEnd,I:E ratio,iTime,eTime,inst_RR,TVi,TVe,TVe:TVi ratio,maxF,minF,maxP,PIP,Maw,PEEP,ipAUC,epAUC, ,BS,x01,TVi1,TVe1,x02,TVi2,TVe2,minF_to_zero,plat_pressure,brunner
1,13991,0.02,0.74,0.08000000000000002,0.72,8.999999999999998,6.17283950617284,359.58027777777784,882.1111111111112,2.4531687793407282,49.94,-50.99,15.86,15.86,13.723888888888887,5.904,9.6687833333333337,54.78306666666667, ,0.02,0.74,359.58027777777784,882.1111111111112,0.74,359.58027777777784,882.1111111111112,6.848525469168901,nan,1.0388747147783983
2,13992,9.74,10.22,0.24242424242424243,0.48,1.98,24.390243902439025,172.93361111111113,136.2775,0.78803362240808528,33.86,-49.4,16.2,16.2,12.996250000000002,4.936,6.0190166666666673,10.52095, ,9.74,10.219999999999999,172.93361111111113,136.2775,10.219999999999999,172.93361111111113,136.2775,27.775280898876407,nan,0.16552451166719703
3,13993,12.2,12.74,0.5869565217391305,0.54,0.9199999999999999,41.09589041095891,411.51111111111112,310.54333333333324,0.75464142996003858,63.45,-58.08,17.09,17.09,13.187037037037035,5.784000000000001,6.9058666666666664,6.256333333333334, ,12.2,12.739999999999998,411.51111111111112,310.54333333333324,12.739999999999998,411.51111111111112,310.54333333333324,67.0909090909091,nan,0.50114198346433292
4,13994,13.66,14.52,0.7678571428571428,0.86,1.12,30.303030303030305,763.05888888888887,476.63222222222231,0.62463360189180106,72.93,-51.11,17.92,17.92,14.437209302325586,5.587999999999999,12.214533333333337,7.782266666666667, ,13.66,14.52,763.05888888888887,476.63222222222231,14.52,763.05888888888887,476.63222222222231,47.735849056603776,nan,3.0651858566809467
5,13995,15.64,16.38,0.7115384615384615,0.74,1.04,33.70786516853933,567.06444444444435,469.72222222222223,0.82834010635671451,67.01,-56.85,16.93,16.93,14.001891891891892,6.012,10.139133333333334,7.4392, ,15.64,16.38,567.06444444444435,469.72222222222223,16.38,567.06444444444435,469.72222222222223,nan,nan,2.1013105443473079
6,13996,17.42,18.08,0.6346153846153846,0.66,1.04,35.294117647058826,464.75666666666677,451.82222222222231,0.97216942677291096,63.95,-52.99,16.73,16.73,13.785757575757577,5.704,8.8905333333333338,7.3422, ,17.42,18.080000000000002,464.75666666666677,451.82222222222231,18.080000000000002,464.75666666666677,451.82222222222231,54.63265306122449,nan,2.5651823966742215
7,13997,19.12,19.76,0.5614035087719298,0.64,1.1400000000000001,33.70786516853933,423.44138888888887,461.60666666666674,1.0901311935470541,62.62,-54.94,17.62,17.62,13.7146875,5.848,8.5654833333333347,7.983683333333334, ,19.12,19.76,423.44138888888887,461.60666666666674,19.76,423.44138888888887,461.60666666666674,nan,nan,1.5191994119298688
8,13998,20.9,21.62,0.6792452830188679,0.72,1.06,33.70786516853933,435.1894444444444,433.4355555555556,0.99596982667829226,57.23,-53.13,15.97,15.97,13.76888888888889,5.773999999999999,9.7025500000000022,7.384683333333334, ,20.9,21.62,435.1894444444444,433.4355555555556,21.62,435.1894444444444,433.4355555555556,nan,nan,1.7782435217100969
9,13999,22.68,23.36,0.5483870967741937,0.68,1.2399999999999998,31.25,397.2650000000001,436.82888888888891,1.0995906734519496,53.99,-50.79,15.87,15.87,13.637058823529411,5.714,9.0639000000000003,8.4048, ,22.68,23.360000000000003,397.2650000000001,436.82888888888891,23.360000000000003,397.2650000000001,436.82888888888891,44.16949152542373,nan,1.245994977567171
10,14000,24.6,25.14,0.6279069767441862,0.54,0.8599999999999999,42.85714285714286,209.79888888888894,264.03444444444449,1.2585121200726621,48.34,-47.02,15.41,15.41,13.130370370370372,5.82,6.8886000000000003,5.601633333333334, ,24.6,25.14,209.79888888888894,264.03444444444449,25.14,209.79888888888894,264.03444444444449,nan,nan,0.67962219608856966
11,14001,26.0,26.76,0.7169811320754716,0.76,1.06,32.967032967032964,450.24833333333333,406.64444444444445,0.90315591272470619,54.49,-53.81,17.41,17.41,13.998947368421051,5.822000000000001,10.427533333333333,7.164900000000001, ,26.0,26.76,450.24833333333333,406.64444444444445,26.76,450.24833333333333,406.64444444444445,nan,nan,1.2036921867144466
12,14002,27.82,28.5,0.5074626865671643,0.68,1.3399999999999999,29.702970297029704,403.77277777777783,557.32083333333333,1.3802833276691646,56.13,-52.04,16.97,16.97,13.76735294117647,5.779999999999999,9.149633333333334,9.347066666666668, ,27.82,28.5,403.77277777777783,557.32083333333333,28.5,403.77277777777783,557.32083333333333,nan,nan,2.8082562218743274
13,14003,29.84,30.62,0.7090909090909091,0.78,1.1,31.914893617021274,509.48888888888894,405.94277777777774,0.79676473153923311,56.87,-51.92,16.11,16.11,13.938205128205128,5.784000000000001,10.656933333333335,7.506933333333334, ,29.84,30.62,509.48888888888894,405.94277777777774,30.62,509.48888888888894,405.94277777777774,nan,nan,1.2319475263012758
