BN,ventBN,BS,IEnd,I:E ratio,iTime,eTime,inst_RR,TVi,TVe,TVe:TVi ratio,maxF,minF,maxP,PIP,Maw,PEEP,ipAUC,epAUC, ,BS,x01,TVi1,TVe1,x02,TVi2,TVe2,minF_to_zero
1,21097,0.02,0.94,0.27218934911242604,0.92,3.38,13.953488372093023,445.11750000000006,509.4569444444445,1.1445448548853829,64.22,-56.9,17.41,17.41,15.506304347826084,5.894,14.033316666666668,21.314983333333338, ,0.02,0.9400000000000001,445.11750000000006,509.4569444444445,0.9400000000000001,445.11750000000006,509.4569444444445,20.324999999999996
2,21098,4.32,5.24,1.1794871794871797,0.92,0.7799999999999999,35.294117647058826,491.96833333333336,259.63638888888892,0.52775020524130389,64.04,-51.47,17.53,17.53,15.500217391304345,5.522,14.027766666666666,5.340216666666667, ,4.32,5.239999999999999,491.96833333333336,259.63638888888892,5.239999999999999,491.96833333333336,259.63638888888892,77.51515151515149
3,21099,6.02,6.94,0.8518518518518519,0.92,1.08,30.0,518.85500000000002,550.00666666666666,1.0600392530989711,67.36,-63.78,17.51,17.51,15.546739130434785,5.604,14.075900000000003,8.218800000000002, ,6.02,6.9399999999999995,518.85500000000002,550.00666666666666,6.9399999999999995,518.85500000000002,550.00666666666666,63.81372549019608
4,21100,8.02,8.94,0.338235294117647,0.92,2.72,16.483516483516482,787.36888888888893,816.47444444444443,1.0369655900382708,73.04,-65.5,18.39,18.39,15.822391304347825,5.627999999999999,14.327266666666665,18.562, ,8.02,8.94,787.36888888888893,816.47444444444443,8.94,787.36888888888893,816.47444444444443,26.601626016260163
5,21101,11.66,12.52,0.6515151515151514,0.86,1.3200000000000003,27.52293577981651,741.17777777777769,612.36222222222216,0.8262015410907565,68.93,-55.38,16.63,16.63,13.82116279069767,5.635999999999999,11.6698,9.490133333333334, ,11.66,12.52,741.17777777777769,612.36222222222216,12.52,741.17777777777769,612.36222222222216,47.50862068965517
6,21102,13.84,14.64,0.2985074626865672,0.8,2.6799999999999997,17.24137931034483,406.16694444444443,457.27555555555557,1.1258315375245949,58.05,-47.46,15.31,15.31,13.320500000000001,5.691999999999999,10.448583333333334,16.78986666666667, ,13.84,14.64,406.16694444444443,457.27555555555557,14.64,406.16694444444443,457.27555555555557,19.586776859504127
7,21103,17.32,18.08,0.12258064516129032,0.76,6.2,8.620689655172415,429.03027777777783,490.61777777777775,1.1435504746168521,56.85,-49.85,15.31,15.31,13.230789473684213,5.71,9.847783333333334,37.54233333333334, ,17.32,18.080000000000002,429.03027777777783,490.61777777777775,18.080000000000002,429.03027777777783,490.61777777777775,19.433593750000004
8,21104,24.28,25.0,0.8372093023255812,0.72,0.8600000000000001,37.974683544303794,373.94972222222225,289.25,0.77349970547139801,59.66,-47.41,15.32,15.32,13.11277777777778,5.57,9.2326499999999978,5.779916666666668, ,24.28,25.0,373.94972222222225,289.25,25.0,373.94972222222225,289.25,61.44871794871795
9,21105,25.86,26.54,0.425,0.68,1.6,26.31578947368421,433.11277777777775,567.9144444444446,1.3112391819939127,59.55,-49.65,15.63,15.63,13.013823529411766,5.562,8.6400500000000005,11.072733333333337, ,25.86,26.54,433.11277777777775,567.9144444444446,26.54,433.11277777777775,567.9144444444446,32.36666666666666
10,21106,28.14,29.08,0.40170940170940167,0.9400000000000001,2.3400000000000003,18.29268292682927,904.15666666666687,802.0675,0.88708907379620772,73.91,-56.19,16.81,16.81,13.772340425531914,5.614,12.724266666666669,16.21425, ,28.14,29.080000000000002,904.15666666666687,802.0675,29.080000000000002,904.15666666666687,802.0675,25.63181818181818
11,21107,31.42,32.54,1.076923076923077,1.12,1.04,27.777777777777775,774.48722222222239,995.66222222222234,1.2855760478079761,58.58,-97.4,16.32,16.32,13.931607142857143,5.454000000000001,15.385550000000002,10.606733333333334, ,31.42,32.54,774.48722222222239,995.66222222222234,32.54,774.48722222222239,995.66222222222234,162.44999999999996
12,21108,33.58,34.92,1.5952380952380951,1.34,0.8400000000000001,27.52293577981651,729.4377777777778,281.39999999999992,0.38577656459921938,53.73,-45.65,15.4,15.4,14.081194029850746,5.640000000000001,18.662066666666668,5.619, ,33.58,34.92,729.4377777777778,281.39999999999992,34.92,729.4377777777778,281.39999999999992,58.815789473684205
13,21109,35.76,36.16,0.5263157894736842,0.4,0.7600000000000001,51.72413793103448,287.66916666666668,286.85111111111115,0.99715626264352675,77.35,-45.39,15.56,15.56,11.6375,5.5280000000000005,4.4559999999999995,5.289000000000001, ,35.76,36.16,287.66916666666668,286.85111111111115,36.16,287.66916666666668,286.85111111111115,69.1212121212121
14,21110,36.92,37.62,0.2892561983471075,0.7000000000000001,2.42,19.23076923076923,555.73444444444453,1069.2966666666666,1.9241144351518806,63.77,-83.08,17.5,17.5,13.198857142857143,4.8580000000000005,9.0108666666666668,17.720316666666665, ,36.92,37.620000000000005,555.73444444444453,1069.2966666666666,37.620000000000005,555.73444444444453,1069.2966666666666,61.552238805970156
15,21111,40.04,40.92,0.49438202247191004,0.88,1.7800000000000002,22.55639097744361,609.8649999999999,541.54666666666674,0.88797794047316514,60.67,-51.59,15.83,15.83,13.49931818181818,5.634,11.673300000000001,12.022499999999999, ,40.04,40.92,609.8649999999999,541.54666666666674,40.92,609.8649999999999,541.54666666666674,36.640845070422536
16,21112,42.7,43.64,0.3381294964028777,0.9400000000000001,2.7800000000000002,16.129032258064516,580.21000000000015,406.80361111111114,0.70113167837698598,62.14,-44.73,15.55,15.55,13.660425531914893,5.764,12.631599999999999,17.284583333333334, ,42.7,43.64,580.21000000000015,406.80361111111114,43.64,580.21000000000015,406.80361111111114,19.076923076923073
17,21113,46.42,47.12,0.603448275862069,0.7000000000000001,1.1600000000000001,32.25806451612903,422.9977777777778,491.65555555555568,1.1623123840944793,61.13,-54.77,16.01,16.01,13.136285714285712,5.592,8.9774666666666683,8.204466666666667, ,46.42,47.120000000000005,422.9977777777778,491.65555555555568,47.120000000000005,422.9977777777778,491.65555555555568,50.7037037037037
18,21114,48.28,49.16,0.09586056644880174,0.88,9.18,5.964214711729622,484.35000000000014,437.58166666666676,0.90344103781700558,54.8,-46.44,15.31,15.31,13.478636363636367,5.848000000000001,11.657000000000002,54.90521666666667, ,48.28,49.160000000000004,484.35000000000014,437.58166666666676,49.160000000000004,484.35000000000014,437.58166666666676,18.257812499999996
19,21115,58.34,59.28,0.10444444444444445,0.9400000000000001,9.0,6.036217303822938,541.44222222222209,674.55888888888887,1.2458557186772778,57.28,-46.99,15.41,15.41,13.600000000000003,5.994,12.577266666666667,54.32553333333334, ,58.34,59.28,541.44222222222209,674.55888888888887,59.28,541.44222222222209,674.55888888888887,29.26875
20,21116,68.28,68.98,0.09043927648578813,0.7000000000000001,7.739999999999999,7.109004739336493,334.60111111111115,859.65916666666669,2.5692059533573972,57.62,-46.29,15.34,15.34,13.075714285714287,5.739999999999999,8.9454000000000011,47.51801666666667, ,68.28,68.98,334.60111111111115,859.65916666666669,68.98,334.60111111111115,859.65916666666669,8.142105263157895
21,21117,76.72,77.24,1.04,0.52,0.5,58.8235294117647,218.90277777777777,160.04638888888894,0.7311300044413428,49.69,-44.58,15.13,15.13,12.438846153846153,5.404,6.2613333333333339,3.3109, ,76.72,77.24,218.90277777777777,160.04638888888894,77.24,218.90277777777777,160.04638888888894,113.97500000000002
22,21118,77.74,78.94,0.6741573033707865,1.2,1.78,20.13422818791946,1145.2,955.73916666666662,0.83456092094539525,73.21,-73.01,16.79,16.79,14.177500000000002,5.758,16.792950000000001,13.84825, ,77.74,78.94,1145.2,955.73916666666662,78.94,1145.2,955.73916666666662,57.093749999999986
23,21119,80.72,81.32,0.8823529411764705,0.6,0.68,46.875,290.94777777777779,271.18666666666667,0.93208021294390364,55.42,-44.38,15.37,15.37,12.756,5.552,7.4446833333333329,4.6586, ,80.72,81.32,290.94777777777779,271.18666666666667,81.32,290.94777777777779,271.18666666666667,74.75862068965517
24,21120,82.0,82.9,0.7377049180327868,0.9,1.2200000000000002,28.30188679245283,689.27888888888913,637.36416666666651,0.92468255874496808,63.6,-58.13,16.33,16.33,13.68977777777778,5.497999999999999,12.105000000000004,9.13865, ,82.0,82.9,689.27888888888913,637.36416666666651,82.9,689.27888888888913,637.36416666666651,51.098214285714285
25,21121,84.12,85.1,0.7656249999999999,0.98,1.2800000000000002,26.54867256637168,640.15333333333342,689.51000000000033,1.0771013194755428,56.71,-50.27,15.88,15.88,13.716122448979588,5.424,13.233000000000001,9.8234, ,84.12,85.10000000000001,640.15333333333342,689.51000000000033,85.10000000000001,640.15333333333342,689.51000000000033,42.95762711864407
26,21122,86.38,88.56,2.595238095238096,2.18,0.8399999999999999,19.867549668874172,1414.7533333333331,821.28555555555567,0.58051501714472431,55.29,-92.85,15.72,15.72,14.544678899082568,5.464,31.497333333333337,8.681000000000001, ,86.38,88.56000000000002,1414.7533333333331,821.28555555555567,88.56000000000002,1414.7533333333331,821.28555555555567,185.51999999999998
27,21123,89.4,89.96,0.5833333333333334,0.56,0.96,39.473684210526315,307.76916666666676,424.00777777777785,1.3776811445085555,57.5,-48.4,15.37,15.37,12.589285714285717,5.544,6.8490833333333336,6.882400000000001, ,89.4,89.96000000000001,307.76916666666676,424.00777777777785,89.96000000000001,307.76916666666676,424.00777777777785,56.104651162790695
